epoch,auc,exact_match,learning_rate,loss,val_auc,val_exact_match,val_loss
19,0.9843133687973022,0.8250705003738403,0.00028816331177949905,0.22818054258823395,0.9762483835220337,0.6695312261581421,0.3516925573348999
20,0.9853655099868774,0.8324717879295349,0.00028690355247817934,0.22557780146598816,0.9834928512573242,0.7263020873069763,0.3291613757610321
21,0.9889024496078491,0.8652490973472595,0.00028558316989801824,0.20931081473827362,0.9848742485046387,0.7809895873069763,0.28919917345046997
22,0.9861395359039307,0.8242481350898743,0.00028420271701179445,0.22129009664058685,0.9845123291015625,0.797656238079071,0.2817095220088959
23,0.9880228042602539,0.8619008660316467,0.00028276280499994755,0.2083137035369873,0.9900966882705688,0.836718738079071,0.23469792306423187
24,0.9893237352371216,0.8563205003738403,0.0002812641323544085,0.20517022907733917,0.9887510538101196,0.8455729484558105,0.23610587418079376
25,0.9882837533950806,0.8801692128181458,0.0002797073102556169,0.2044427990913391,0.9922275543212891,0.8768229484558105,0.2031819224357605
26,0.9905121922492981,0.8547931909561157,0.00027809306629933417,0.1965247392654419,0.9913963675498962,0.836718738079071,0.22163143754005432
27,0.9896572828292847,0.8678923845291138,0.00027642209897749126,0.19765432178974152,0.9941821098327637,0.9169270992279053,0.18311092257499695
28,0.991219162940979,0.884633481502533,0.0002746951358858496,0.18837901949882507,0.9945098757743835,0.9286458492279053,0.17174124717712402
29,0.9922612309455872,0.8935620188713074,0.00027291299193166196,0.18196570873260498,0.9943225383758545,0.8973958492279053,0.17334087193012238
30,0.9930099248886108,0.9039003252983093,0.00027107642381452024,0.17543074488639832,0.9951069355010986,0.9169270992279053,0.16424238681793213
31,0.9938074350357056,0.900258481502533,0.0002691862464416772,0.1732141375541687,0.9947441220283508,0.9091145992279053,0.16560587286949158
32,0.9933889508247375,0.9103031158447266,0.00026724330382421613,0.17362859845161438,0.9953179955482483,0.9247395992279053,0.15901407599449158
33,0.9930678606033325,0.8987312316894531,0.0002652484690770507,0.1758429855108261,0.9956337809562683,0.9208333492279053,0.15939411520957947
34,0.9950143694877625,0.9009633660316467,0.0002632026153150946,0.1664632111787796,0.9961490035057068,0.9325520992279053,0.15318191051483154
35,0.9942023158073425,0.9043115973472595,0.00026110667386092246,0.16656611859798431,0.9954342842102051,0.9375,0.15968944132328033
36,0.9937624931335449,0.9147673845291138,0.00025896154693327844,0.16950935125350952,0.9961721301078796,0.9364583492279053,0.14818035066127777
37,0.9971108436584473,0.9177044630050659,0.0002567682240623981,0.15319116413593292,0.9969685673713684,0.9325520992279053,0.1433817595243454
38,0.9958755373954773,0.9165883660316467,0.000254527636570856,0.15674495697021484,0.9959965348243713,0.9247395992279053,0.15432634949684143
39,0.9960108399391174,0.9303923845291138,0.0002522408321965486,0.15329164266586304,0.9964066743850708,0.9286458492279053,0.1460305154323578
40,0.9961641430854797,0.9203477501869202,0.00024990877136588097,0.15568770468235016,0.9959497451782227,0.9375,0.15913906693458557
41,0.9951587915420532,0.9165883660316467,0.0002475325600244105,0.1618005931377411,0.9959261417388916,0.94140625,0.16324608027935028
42,0.9963761568069458,0.9441964030265808,0.00024511318770237267,0.14874272048473358,0.9971909523010254,0.953125,0.13648447394371033
43,0.9961509704589844,0.9292763471603394,0.00024265174579340965,0.15047644078731537,0.9958091974258423,0.9403645992279053,0.15589477121829987
44,0.9966530203819275,0.9263392686843872,0.000240149354794994,0.14854443073272705,0.9942044019699097,0.94140625,0.15927323698997498
45,0.996919572353363,0.9310973286628723,0.00023760710610076785,0.14624695479869843,0.9971671104431152,0.9325520992279053,0.14400584995746613
46,0.9969237446784973,0.9408482313156128,0.00023502613476011902,0.14347921311855316,0.9972958564758301,0.9375,0.14753089845180511
47,0.9978994131088257,0.9493656158447266,0.00023240759037435055,0.13634538650512695,0.997857928276062,0.96484375,0.12770231068134308
48,0.9976633191108704,0.9486607313156128,0.00022975262254476547,0.1392170637845993,0.9973195791244507,0.953125,0.14428791403770447
49,0.9974926710128784,0.9460173845291138,0.00022706243908032775,0.13932426273822784,0.9976707100868225,0.9453125,0.1328190267086029
50,0.9965881705284119,0.939320981502533,0.00022433821868617088,0.14123202860355377,0.9976589679718018,0.94921875,0.1467496007680893
51,0.9980679154396057,0.939320981502533,0.0002215811691712588,0.13573002815246582,0.9978814721107483,0.9453125,0.12764126062393188
52,0.9975202679634094,0.9553571343421936,0.00021879252744838595,0.13130681216716766,0.9960778951644897,0.953125,0.14387354254722595
53,0.9982792139053345,0.9400258660316467,0.0002159735158784315,0.13342314958572388,0.9980920553207397,0.94921875,0.13192898035049438
54,0.9974899291992188,0.9493656158447266,0.00021312541502993554,0.13463091850280762,0.9975771903991699,0.953125,0.13582558929920197
55,0.9981618523597717,0.9520089030265808,0.00021024946181569248,0.12828806042671204,0.9980100393295288,0.95703125,0.14118096232414246
56,0.9986492991447449,0.9527138471603394,0.00020734695135615766,0.1250726729631424,0.9982559084892273,0.96484375,0.12572820484638214
57,0.9989144802093506,0.9642857313156128,0.00020441916421987116,0.12270215153694153,0.9974014163017273,0.95703125,0.1419830173254013
58,0.9986017346382141,0.9620535969734192,0.00020146742463111877,0.12428928911685944,0.9983027577400208,0.94921875,0.13712632656097412
59,0.9977877140045166,0.9564732313156128,0.0001984930131584406,0.13035351037979126,0.9983730316162109,0.94921875,0.12563274800777435
60,0.9989641904830933,0.9620535969734192,0.00019549726857803762,0.12068695574998856,0.9983261227607727,0.9609375,0.13119934499263763
61,0.9990761280059814,0.9720982313156128,0.00019248152966611087,0.1184941828250885,0.9988764524459839,0.96484375,0.11678095161914825
62,0.9988903403282166,0.9571781158447266,0.00018944712064694613,0.1229940801858902,0.9981972575187683,0.94921875,0.14537328481674194
63,0.9990429878234863,0.9676339030265808,0.00018639539484865963,0.11841461062431335,0.9990401268005371,0.9315104484558105,0.11996575444936752
64,0.9988517165184021,0.9538298845291138,0.00018332772015128285,0.12347079813480377,0.9973661303520203,0.94140625,0.14879335463047028
65,0.998694896697998,0.9553571343421936,0.000180245449882932,0.12428009510040283,0.9985134601593018,0.95703125,0.1333724856376648
66,0.9989346265792847,0.9587053656578064,0.00017714995192363858,0.11756544560194016,0.9983261823654175,0.95703125,0.11953917890787125
67,0.9992984533309937,0.9654017686843872,0.00017404260870534927,0.11438727378845215,0.9983963370323181,0.95703125,0.13342110812664032
68,0.9987419247627258,0.96875,0.00017092480266001076,0.11818729341030121,0.998349666595459,0.96484375,0.1205652505159378
69,0.9988820552825928,0.9631696343421936,0.00016779791621956974,0.11906585842370987,0.9963352680206299,0.95703125,0.14535506069660187
70,0.9984042048454285,0.9545348286628723,0.00016466333181597292,0.12273210287094116,0.998794436454773,0.97265625,0.11475321650505066
71,0.9988855719566345,0.9620535969734192,0.00016152246098499745,0.1178831160068512,0.9980453252792358,0.9609375,0.13017596304416656
72,0.9993888735771179,0.9616423845291138,0.00015837668615859002,0.1159350723028183,0.9985485076904297,0.9609375,0.12057686597108841
73,0.9995629787445068,0.9743303656578064,0.00015522741887252778,0.11092720180749893,0.9990167617797852,0.9609375,0.11416668444871902
74,0.9994240999221802,0.9732142686843872,0.00015207604155875742,0.1110830157995224,0.9985718727111816,0.97265625,0.11992660909891129
75,0.9997085332870483,0.9787946343421936,0.0001489239657530561,0.10646259784698486,0.9961482882499695,0.96484375,0.12598268687725067
76,0.9992369413375854,0.9665178656578064,0.00014577258843928576,0.11228448152542114,0.9981505870819092,0.96484375,0.12509214878082275
77,0.9995166659355164,0.9832589030265808,0.00014262330660130829,0.10786670446395874,0.9985836744308472,0.96875,0.12821727991104126
78,0.9991506338119507,0.9716870188713074,0.00013947753177490085,0.10850106924772263,0.9989231824874878,0.953125,0.11358226835727692
79,0.9996085166931152,0.9799107313156128,0.00013633666094392538,0.10742120444774628,0.998302698135376,0.96875,0.12818625569343567
80,0.9993633031845093,0.9698660969734192,0.0001332020910922438,0.1089463010430336,0.9992390871047974,0.9609375,0.11104100942611694
81,0.9997183084487915,0.9810267686843872,0.00013007520465180278,0.10453473031520844,0.9970259666442871,0.94921875,0.14660505950450897
82,0.9992169737815857,0.9765625,0.00012695739860646427,0.10797489434480667,0.9962770342826843,0.96484375,0.13505156338214874
83,0.9994138479232788,0.9754464030265808,0.00012385005538817495,0.1067926362156868,0.9989230632781982,0.96484375,0.12102702260017395
84,0.9995545148849487,0.9743303656578064,0.00012075455742888153,0.10898885875940323,0.9988176822662354,0.96875,0.1341669112443924
85,0.9995464086532593,0.9799107313156128,0.00011767228716053069,0.10503732413053513,0.9968270063400269,0.9765625,0.11989231407642365
86,0.9996774196624756,0.9832589030265808,0.00011460460518719628,0.1020393967628479,0.9968153834342957,0.98046875,0.11899507790803909
87,0.9994766116142273,0.9676339030265808,0.0001115528866648674,0.1079460009932518,0.9989464282989502,0.96875,0.12081877887248993
88,0.9995442628860474,0.9776785969734192,0.00010851847764570266,0.10758340358734131,0.9986187815666199,0.96875,0.11791461706161499
89,0.9995083808898926,0.9732142686843872,0.0001055027314578183,0.10629040002822876,0.9996020793914795,0.9765625,0.10063865035772324
90,0.9996637105941772,0.9799107313156128,0.00010250698687741533,0.10416574031114578,0.9984548687934875,0.96484375,0.1288015991449356
91,0.9995138049125671,0.9772673845291138,9.953258268069476e-05,0.10524231195449829,0.998724102973938,0.96875,0.117429219186306
92,0.9997161626815796,0.984375,9.658082854002714e-05,0.10092586278915405,0.9992040991783142,0.97265625,0.11134088784456253
93,0.9995021820068359,0.9799107313156128,9.365304867969826e-05,0.10556823760271072,0.9972716569900513,0.96875,0.1300399750471115
94,0.9996209144592285,0.9776785969734192,9.075053822016343e-05,0.104330874979496,0.9985954761505127,0.9481770992279053,0.11821754276752472
95,0.9998652935028076,0.9821428656578064,8.7874592281878e-05,0.09943199902772903,0.9986305832862854,0.9609375,0.12235289812088013
96,0.999671995639801,0.9799107313156128,8.50264768814668e-05,0.10272491723299026,0.9979154467582703,0.96875,0.12511131167411804
97,0.9997072219848633,0.9866071343421936,8.220747258746997e-05,0.10105454176664352,0.9976577758789062,0.98046875,0.12090947479009628
98,0.9998190402984619,0.9850798845291138,7.941883086459711e-05,0.09986121952533722,0.9976814985275269,0.96484375,0.11291923373937607
99,0.9995462894439697,0.9854910969734192,7.666178134968504e-05,0.09986114501953125,0.9977397918701172,0.97265625,0.11625242978334427
100,0.9997866153717041,0.9799107313156128,7.393756095552817e-05,0.1005900651216507,0.9989932775497437,0.96875,0.11315207183361053
101,0.9996913075447083,0.9810267686843872,7.124737021513283e-05,0.10104915499687195,0.9995200634002686,0.9765625,0.10417740792036057
102,0.9995428323745728,0.9799107313156128,6.859240966150537e-05,0.10252513736486435,0.9978217482566833,0.9765625,0.12880335748195648
103,0.9998335838317871,0.984375,6.59738652757369e-05,0.09877469390630722,0.9977982640266418,0.96875,0.12374112010002136
104,0.9996671080589294,0.9787946343421936,6.339289393508807e-05,0.10182598978281021,0.9991102814674377,0.97265625,0.1171741783618927
105,0.9994579553604126,0.9772673845291138,6.085064887884073e-05,0.10303176194429398,0.9994732737541199,0.9765625,0.10281882435083389
106,0.999792218208313,0.9828477501869202,5.8348254242446274e-05,0.09793554991483688,0.9992976188659668,0.96875,0.1072639599442482
107,0.9996340274810791,0.984375,5.588682324741967e-05,0.10123157501220703,0.9990986585617065,0.96875,0.11280792951583862
108,0.9997721314430237,0.9810267686843872,5.346745456336066e-05,0.09959790110588074,0.9988411068916321,0.9765625,0.12192495912313461
109,0.9998093843460083,0.984375,5.109121775603853e-05,0.09950579702854156,0.9990401268005371,0.97265625,0.11873777210712433
110,0.9998570084571838,0.9910714030265808,4.8759171477286145e-05,0.09777531027793884,0.9992392063140869,0.96875,0.10662346333265305
111,0.9998853802680969,0.9888392686843872,4.647235618904233e-05,0.0968116894364357,0.9993444681167603,0.97265625,0.10544095188379288
112,0.9997369050979614,0.9810267686843872,4.423178324941546e-05,0.09948112815618515,0.9989112019538879,0.9765625,0.1219257190823555
113,0.9996464848518372,0.9821428656578064,4.203845310257748e-05,0.09852255880832672,0.999086856842041,0.96875,0.12067066878080368
114,0.9997424483299255,0.9854910969734192,3.9893337088869885e-05,0.0985456109046936,0.9991103410720825,0.96875,0.1147238165140152
